"Credit.Rating","Account.Balance","Credit.Duration.Months","Previous.Credit.Payment.Status","Credit.Purpose","Credit.Amount","Savings","Employment.Duration","Installment.Rate","Marital.Status","Guarantor","Residence.Duration","Current.Assets","Age","Other.Credits","Apartment.Type","Bank.Credits","Occupation","Dependents","Telephone","Foreign.Worker"
"1","1",0.256824583555318,"2","4",-0.537152441650077,"1","4","4","1","2","4","1",1.97821303177806,"2","2","1","2","1","2","1"
"1","3",-0.240736766567997,"3","4",-0.794702542345745,"1","2","4","1","1","3","1",0.0403429320756234,"2","2","2","3","1","1","1"
"1","2",0.256824583555318,"3","4",-0.158089707476259,"4","3","4","2","1","3","4",-0.135827076988234,"2","2","2","3","2","2","1"
"1","2",-0.240736766567997,"2","3",-0.719952788223619,"4","2","4","2","1","4","4",2.24246804537384,"2","3","1","3","1","1","1"
"0","1",-0.240736766567997,"2","4",-0.728100865687168,"1","1","4","1","1","3","3",-1.10476212683945,"2","1","1","3","1","2","1"
"1","3",0.256824583555318,"2","4",-0.713221767710252,"1","3","4","2","1","1","1",-0.928592117775594,"2","2","1","3","1","2","1"
"0","3",-0.240736766567997,"3","3",-0.498537639757604,"2","2","4","1","1","2","1",-0.48816709511595,"2","2","2","3","1","1","1"
"1","3",0.256824583555318,"2","4",-0.636700692400397,"2","1","4","3","1","3","1",-0.223912081520163,"2","2","1","3","1","2","1"
"1","1",0.256824583555318,"3","4",-0.669293002254594,"2","3","4","2","1","1","1",-0.840507113243665,"2","2","2","3","1","2","1"
"1","3",-0.738298116691312,"2","4",-0.932157066513447,"1","2","4","1","1","2","1",1.1854479909907,"2","2","1","2","1","1","1"
"1","3",1.25194728380195,"2","3",0.229475368398653,"1","2","2","2","1","2","1",-1.10476212683945,"2","2","1","3","1","2","1"
"1","3",-0.987078791752969,"3","4",-0.725266751786803,"1","2","3","2","1","1","1",-0.48816709511595,"2","2","2","3","1","1","1"
"1","3",-0.738298116691312,"3","3",-0.333096240823798,"4","4","1","2","2","4","1",1.1854479909907,"2","2","1","3","1","2","1"
"1","3",0.256824583555318,"2","1",1.07758395308288,"4","4","3","2","1","4","3",0.480767954735268,"2","2","1","4","2","2","1"
"1","1",-0.738298116691312,"3","3",-1.02249444708758,"1","3","4","1","1","3","1",1.97821303177806,"2","2","2","2","1","2","1"
"1","3",-0.738298116691312,"3","3",-0.572578865404639,"1","4","2","2","1","4","1",2.4186380544377,"2","2","2","2","1","2","1"
"1","1",-0.489517441629654,"2","3",-0.785845936407105,"1","1","4","3","1","2","1",-0.752422108711736,"2","2","1","3","1","1","2"
"1","3",0.00804390849366026,"2","3",-0.0394111878984756,"4","4","4","2","1","3","2",0.480767954735268,"2","2","1","3","1","2","1"
"1","3",1.25194728380195,"2","4",-0.0681065911396711,"4","2","4","2","1","4","1",0.0403429320756234,"2","2","1","3","1","1","1"
"1","3",-0.738298116691312,"3","4",-0.746876870277086,"3","2","4","2","1","4","1",0.745022968331054,"2","2","1","3","1","2","1"
"1","3",0.256824583555318,"2","1",-0.209812286157921,"1","1","4","1","1","1","4",-0.576252099647879,"2","2","1","4","1","2","1"
"1","3",2.24706998404858,"3","3",0.108671263395595,"4","4","4","2","1","1","1",1.00927798192684,"2","2","1","3","1","2","1"
"1","3",1.25194728380195,"3","4",2.69373740476601,"1","4","2","2","1","2","3",0.833107972862983,"2","2","2","3","2","2","1"
"1","1",-0.738298116691312,"3","4",-0.682755043281328,"1","2","4","2","1","2","1",0.656937963799125,"2","2","2","2","2","1","1"
"1","3",-1.23585946681463,"3","3",-0.72066131669871,"2","2","1","1","1","1","2",-0.752422108711736,"2","2","2","3","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.0688151196147623,"1","2","2","2","1","4","3",1.44970300458649,"2","2","1","3","1","2","1"
"1","3",0.256824583555318,"2","3",-0.349746659988442,"1","3","4","2","1","2","3",-0.664337104179808,"2","2","1","3","1","2","1"
"1","2",-0.738298116691312,"2","3",-0.603754118308654,"1","2","1","1","1","1","3",-1.19284713137138,"2","2","1","3","1","2","1"
"1","3",0.256824583555318,"3","4",-0.439021247849939,"1","4","4","2","1","4","4",2.15438304084192,"2","3","2","3","1","2","1"
"1","2",0.00804390849366026,"3","2",-0.186430846479909,"3","3","3","2","1","2","3",-0.311997086052092,"2","2","2","3","1","2","1"
"1","3",0.754385933678632,"2","3",-0.497474847044967,"4","4","4","2","1","4","3",1.97821303177806,"2","2","1","3","1","2","1"
"1","3",1.25194728380195,"2","3",-0.344432696425258,"3","4","4","2","1","4","3",0.30459794567141,"2","2","1","3","1","1","1"
"1","3",0.256824583555318,"2","2",-0.829774701862762,"4","3","4","2","1","2","3",-0.400082090584021,"1","2","1","3","1","2","1"
"1","3",-0.738298116691312,"2","3",0.0452579648749285,"4","4","2","2","1","3","3",0.128427936607552,"2","2","1","4","1","1","1"
"1","2",-0.987078791752969,"2","2",-0.43972977632503,"4","3","2","2","1","1","3",-1.01667712230752,"2","2","1","3","1","2","1"
"1","3",0.00804390849366026,"3","1",0.00132919941927115,"1","4","1","2","1","4","3",0.0403429320756234,"2","2","1","4","1","2","1"
"1","3",0.256824583555318,"3","4",-0.471613557704136,"3","4","4","2","1","4","1",2.15438304084192,"2","2","1","3","1","2","1"
"1","1",0.00804390849366026,"3","4",-0.591354869994557,"1","4","4","3","1","3","3",-0.48816709511595,"2","2","2","3","1","2","1"
"1","3",-0.489517441629654,"2","3",-0.457797252439857,"4","4","4","2","1","2","3",-0.0477420724563055,"2","2","1","3","1","1","1"
"1","3",0.256824583555318,"3","4",-0.442563890225395,"1","2","4","1","1","4","3",0.128427936607552,"2","2","1","3","1","2","1"
"1","3",1.25194728380195,"3","3",0.0250649033348279,"4","4","4","2","1","2","3",1.36161800005456,"2","2","1","3","1","2","1"
"1","2",-0.240736766567997,"2","4",0.919227838899982,"2","2","2","2","1","2","3",-0.48816709511595,"2","2","2","3","1","2","1"
"1","3",-0.489517441629654,"3","1",-0.322822577934974,"3","2","2","2","1","2","3",0.0403429320756234,"2","2","1","3","1","2","1"
"1","3",-0.489517441629654,"3","2",-0.620404537473298,"4","4","4","2","1","4","2",2.4186380544377,"2","2","1","3","1","1","1"
"1","1",-0.738298116691312,"2","4",0.134532552736426,"3","2","1","2","1","3","2",-0.400082090584021,"2","2","1","3","2","1","1"
"1","3",0.256824583555318,"3","1",-0.327782277260613,"1","3","4","2","1","3","3",-0.0477420724563055,"2","2","2","3","1","2","1"
"1","3",1.25194728380195,"3","3",0.419006735485561,"1","2","4","1","1","4","1",-0.135827076988234,"2","2","2","3","1","1","1"
"1","1",-1.23585946681463,"3","4",-0.922946196337261,"3","3","3","1","1","4","1",0.30459794567141,"2","2","2","2","1","2","1"
"1","2",0.256824583555318,"3","4",-0.462756951765496,"4","2","4","1","1","4","3",0.568852959267197,"2","1","2","3","1","2","1"
"1","2",-0.738298116691312,"3","4",-0.452129024639127,"2","1","4","2","1","1","3",-0.752422108711736,"2","2","1","3","1","1","1"
"1","2",0.754385933678632,"2","3",-0.099281844043686,"4","4","2","1","1","4","3",-0.928592117775594,"2","2","1","3","1","1","1"
"1","2",0.754385933678632,"1","4",0.336463168137431,"1","2","2","1","1","1","3",-0.664337104179808,"2","2","2","3","1","1","1"
"1","1",-0.987078791752969,"2","3",-0.675669758530416,"1","3","3","2","1","4","1",2.06629803630999,"2","2","1","3","1","1","1"
"1","2",-0.240736766567997,"3","2",1.09458863648507,"1","4","2","2","1","1","4",0.480767954735268,"2","2","1","3","1","2","1"
"1","3",0.505605258616975,"3","2",0.444513760588846,"3","1","4","2","1","2","1",-0.311997086052092,"1","2","2","2","2","2","1"
"1","2",-0.738298116691312,"3","3",0.106899942207867,"1","2","1","1","1","1","1",-1.10476212683945,"2","2","1","2","1","1","1"
"0","2",1.25194728380195,"3","4",0.419360999723107,"1","2","2","1","1","2","1",-0.48816709511595,"1","2","2","4","1","2","1"
"1","1",-0.987078791752969,"2","2",-0.402177767145194,"1","2","3","2","1","2","1",-0.928592117775594,"2","2","1","3","1","1","1"
"1","2",1.74950863392526,"3","4",0.950403091803997,"1","3","2","1","1","1","1",0.480767954735268,"1","2","2","2","1","1","1"
"1","3",0.256824583555318,"3","2",0.179169846667174,"3","2","4","2","1","4","1",0.392682950203339,"2","2","1","3","1","2","1"
"1","1",-0.489517441629654,"2","4",-0.873349203080874,"1","2","4","1","1","4","2",-1.19284713137138,"2","2","1","2","1","1","1"
"1","2",0.256824583555318,"3","4",0.510406908772332,"4","2","4","2","1","2","2",-0.135827076988234,"1","2","2","4","1","2","1"
"1","2",1.25194728380195,"3","4",1.47400563489643,"1","2","2","1","1","2","2",1.62587301365034,"2","1","1","3","1","1","1"
"1","3",0.256824583555318,"3","3",-0.503143074845697,"1","3","4","3","2","2","3",-0.223912081520163,"2","2","2","3","1","2","1"
"1","3",0.256824583555318,"2","4",-0.665396095641593,"1","2","2","2","2","2","1",-0.400082090584021,"2","2","1","3","1","2","1"
"1","3",-0.738298116691312,"3","4",-0.658665075128226,"1","2","4","1","2","2","1",-0.576252099647879,"2","2","2","4","1","2","1"
"1","3",-0.240736766567997,"2","3",-0.637054956637943,"1","1","3","3","1","4","1",0.30459794567141,"2","2","1","3","1","2","1"
"1","3",0.256824583555318,"2","3",-0.615799102385205,"1","1","4","1","1","3","3",0.216512941139481,"1","2","1","3","1","2","1"
"1","3",-0.738298116691312,"3","3",-0.446106532600851,"4","3","4","1","1","2","3",2.24246804537384,"2","2","1","3","1","1","1"
"0","1",-0.489517441629654,"2","4",0.243645937900478,"1","2","3","1","1","2","2",-0.576252099647879,"2","2","1","3","1","2","1"
"1","1",-1.23585946681463,"2","2",-1.00726108487312,"1","4","2","1","1","1","2",1.1854479909907,"1","2","1","3","1","2","1"
"1","2",-0.738298116691312,"3","4",-0.320696992509701,"3","3","3","1","1","3","3",0.0403429320756234,"2","2","1","4","1","2","1"
"1","3",-0.738298116691312,"2","2",-0.888582565295335,"1","2","4","1","1","1","1",-0.840507113243665,"2","2","1","3","1","2","1"
"1","2",0.00804390849366026,"2","2",0.249668429938753,"4","3","2","2","1","3","3",-0.0477420724563055,"2","2","1","3","1","2","1"
"1","2",-0.240736766567997,"2","4",1.05880794849296,"1","3","3","2","1","3","1",-0.664337104179808,"2","1","1","2","1","1","1"
"1","2",-0.987078791752969,"3","2",-0.479053106692594,"1","3","4","2","1","3","3",-0.0477420724563055,"2","1","1","3","1","2","1"
"1","3",0.256824583555318,"2","1",-0.236736368211388,"3","2","2","1","1","4","3",-0.664337104179808,"2","1","1","3","1","2","1"
"1","3",-0.987078791752969,"3","3",-0.827294852199943,"3","4","4","2","1","2","3",1.44970300458649,"2","2","2","3","1","2","1"
"1","3",0.256824583555318,"2","2",-0.0741290831779467,"3","4","4","2","1","3","4",-0.311997086052092,"2","1","1","3","1","2","1"
"1","2",1.25194728380195,"2","3",0.539810840488619,"1","1","4","1","1","1","4",-0.48816709511595,"2","2","1","4","1","2","1"
"1","3",1.25194728380195,"3","1",0.910725497198887,"1","4","2","2","1","2","2",-0.0477420724563055,"2","2","2","3","2","2","1"
"1","2",-1.23585946681463,"2","3",-0.428039056486025,"1","1","4","3","1","3","3",-0.48816709511595,"2","1","1","4","1","2","1"
"1","3",-0.489517441629654,"3","3",-0.642014655963581,"1","2","4","1","1","2","3",0.656937963799125,"2","2","1","2","1","1","1"
"1","3",-0.489517441629654,"2","3",-0.729163658399805,"3","4","4","2","1","3","2",1.00927798192684,"1","2","1","3","1","2","1"
"1","3",0.256824583555318,"3","3",0.648924225652671,"1","1","3","3","1","3","4",1.00927798192684,"2","3","2","3","1","2","1"
"1","3",-0.489517441629654,"2","3",-0.849259234927771,"4","1","4","1","1","1","1",-1.01667712230752,"2","2","1","3","1","1","1"
"1","3",-1.23585946681463,"2","2",-0.103887279131779,"3","2","1","2","1","2","3",-0.311997086052092,"2","2","1","3","1","2","1"
"1","3",-0.240736766567997,"2","4",-0.514125266209611,"1","2","2","3","1","2","2",-0.48816709511595,"2","2","1","4","1","2","1"
"1","3",0.256824583555318,"3","3",-0.141439288311615,"2","4","3","2","1","4","1",0.0403429320756234,"2","2","1","3","2","2","1"
"1","3",0.256824583555318,"2","2",-0.476927521267321,"1","2","2","2","1","2","1",-0.840507113243665,"2","2","1","3","1","1","1"
"1","3",-0.240736766567997,"2","2",-0.267911621115403,"1","2","3","2","1","4","1",0.656937963799125,"2","2","1","3","1","2","1"
"1","3",-1.23585946681463,"2","2",-0.409263051896107,"1","2","2","2","1","2","1",0.480767954735268,"2","2","1","3","1","2","1"
"1","3",-0.240736766567997,"2","3",-0.644140241388855,"1","1","3","1","1","1","1",-0.840507113243665,"2","2","1","3","1","1","1"
"1","3",-0.90415190006575,"2","4",-0.675669758530416,"1","2","2","1","1","4","3",2.50672305896963,"2","2","1","3","1","2","1"
"1","3",-1.23585946681463,"2","2",-0.612256460009749,"3","2","4","1","1","2","1",-0.223912081520163,"2","2","1","3","1","1","1"
"1","2",-0.738298116691312,"2","4",-0.691965913457514,"3","4","4","2","1","4","1",1.62587301365034,"2","2","1","3","1","2","1"
"1","1",0.256824583555318,"1","4",-0.335221826249071,"2","3","2","2","1","3","3",-0.311997086052092,"1","2","1","3","1","1","1"
"1","2",-1.23585946681463,"3","4",-0.828711909150125,"4","3","1","1","1","3","2",0.30459794567141,"2","2","2","2","1","1","1"
"1","3",0.256824583555318,"3","3",-0.043662358749023,"4","2","3","2","1","2","3",-0.400082090584021,"2","2","2","3","1","2","1"
"1","3",1.25194728380195,"2","3",0.19971717244482,"4","4","2","1","1","4","1",0.833107972862983,"2","2","1","2","1","2","1"
"1","3",-0.987078791752969,"2","3",0.198654379732184,"4","4","1","2","1","4","1",2.50672305896963,"2","2","1","2","1","1","1"
"1","2",0.256824583555318,"2","3",0.642193205139304,"4","4","2","1","1","4","3",0.568852959267197,"2","2","1","3","1","2","1"
"1","3",-0.987078791752969,"3","2",-0.306526423007876,"1","1","2","2","1","3","3",-0.400082090584021,"2","2","1","4","1","1","1"
"1","3",1.25194728380195,"2","3",-0.310777593858423,"4","2","4","1","1","4","3",-0.928592117775594,"2","2","1","3","1","1","1"
"1","3",0.00804390849366026,"2","1",-0.281727926379682,"4","4","4","2","1","4","1",0.921192977394912,"2","2","1","4","1","2","1"
"1","1",0.256824583555318,"2","1",-0.108846978457418,"4","4","4","2","1","4","4",1.1854479909907,"1","3","1","3","2","2","1"
"1","1",-0.738298116691312,"2","2",-0.711804710760069,"4","4","2","1","1","4","2",1.1854479909907,"2","2","1","2","1","2","1"
"1","3",-0.738298116691312,"2","4",-0.612610724247295,"1","3","2","2","1","4","3",0.0403429320756234,"2","2","1","3","1","2","1"
"1","2",0.256824583555318,"3","3",-0.541403612500624,"1","4","4","2","1","2","2",1.09736298645877,"2","2","2","2","1","1","1"
"1","3",-0.738298116691312,"1","3",-1.01399210538649,"3","2","3","1","1","3","1",0.568852959267197,"2","1","2","3","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.389778518831097,"1","1","2","1","1","2","3",-0.576252099647879,"1","2","1","3","1","1","1"
"1","3",2.24706998404858,"3","1",1.97918643763649,"4","3","2","2","1","1","4",-0.0477420724563055,"2","3","2","3","1","2","1"
"1","2",0.256824583555318,"2","4",0.085289823717584,"2","3","2","2","1","3","3",0.216512941139481,"1","2","2","3","1","2","1"
"1","2",-0.738298116691312,"2","3",-0.748648191464814,"3","2","3","1","1","1","3",-0.840507113243665,"2","2","1","3","1","2","1"
"1","3",0.256824583555318,"3","3",-0.208040964970192,"1","2","4","2","1","2","1",-0.0477420724563055,"2","2","2","2","1","1","1"
"1","1",-0.738298116691312,"2","3",-0.628198350699302,"1","2","4","1","1","1","3",-1.10476212683945,"1","2","1","3","1","1","1"
"1","3",0.754385933678632,"3","3",0.950403091803997,"1","3","3","2","2","2","3",0.216512941139481,"2","2","1","3","1","1","1"
"0","2",2.24706998404858,"1","4",1.11407316955008,"1","4","4","1","1","3","4",2.06629803630999,"2","1","1","3","1","1","1"
"1","2",-0.738298116691312,"3","2",0.122487568659874,"1","4","1","2","1","4","3",-0.664337104179808,"2","1","2","3","1","2","1"
"1","3",-0.738298116691312,"3","3",-0.701531047871246,"1","2","4","1","1","2","2",-0.0477420724563055,"2","2","2","3","1","1","1"
"1","3",0.256824583555318,"3","4",-0.707199275671976,"3","2","2","1","1","4","1",0.0403429320756234,"2","2","2","3","1","2","1"
"1","3",0.256824583555318,"2","2",0.248251372988571,"1","3","2","1","1","4","2",-0.928592117775594,"2","1","1","3","1","2","1"
"1","3",-0.489517441629654,"3","2",0.0254191675723735,"1","2","4","2","1","2","4",-0.664337104179808,"2","3","1","3","1","2","1"
"1","3",-0.489517441629654,"2","3",-1.02001459742476,"1","1","4","1","1","4","2",-1.10476212683945,"2","1","1","3","1","2","1"
"1","3",-0.987078791752969,"3","4",-0.402886295620285,"1","2","4","2","1","4","3",1.09736298645877,"2","2","2","3","1","2","1"
"1","3",0.754385933678632,"3","3",0.885572736333148,"1","3","4","1","1","2","3",-0.928592117775594,"2","2","2","3","1","1","1"
"1","3",0.256824583555318,"3","4",0.444513760588846,"1","2","3","2","1","2","1",3.38757310428892,"2","2","1","4","1","2","1"
"1","3",-0.489517441629654,"3","2",-0.171197484265448,"1","3","2","1","2","3","3",-1.01667712230752,"1","2","2","3","1","1","1"
"1","3",-1.23585946681463,"3","3",-0.669293002254594,"1","2","1","1","1","1","3",-0.664337104179808,"2","2","2","3","1","2","1"
"1","3",1.25194728380195,"2","3",0.912851082624161,"1","2","4","2","1","1","3",-1.01667712230752,"2","2","1","3","1","1","1"
"0","1",-0.738298116691312,"2","4",-0.72384969483662,"1","2","4","1","1","2","1",-1.01667712230752,"2","2","1","2","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.699405462445972,"1","2","3","3","1","4","1",-1.10476212683945,"2","1","1","3","1","1","1"
"1","3",0.256824583555318,"2","3",-0.609068081871838,"1","3","3","2","1","1","3",-0.311997086052092,"1","2","1","3","2","1","1"
"1","3",-0.738298116691312,"2","3",-0.463465480240587,"1","3","4","2","1","2","3",-0.400082090584021,"2","1","2","4","2","2","1"
"1","3",0.256824583555318,"2","3",-0.0128413700825538,"3","4","3","1","1","2","3",0.0403429320756234,"2","2","1","4","1","2","1"
"1","3",0.256824583555318,"3","4",0.30741350065869,"2","2","3","2","1","3","2",-0.752422108711736,"2","2","2","2","1","2","1"
"1","2",-0.738298116691312,"3","1",-0.519793494010341,"2","1","3","2","1","4","2",0.745022968331054,"2","2","1","3","1","1","1"
"1","3",-0.240736766567997,"2","4",-0.46807091532868,"1","3","4","2","1","1","3",-0.135827076988234,"1","2","2","3","1","2","1"
"1","3",2.24706998404858,"3","3",3.35762858592651,"3","3","4","2","1","1","3",0.128427936607552,"2","2","1","4","1","2","1"
"1","3",-0.987078791752969,"2","3",-0.721015580936256,"1","1","1","1","1","4","1",-1.10476212683945,"2","1","1","3","1","2","1"
"1","3",-0.240736766567997,"3","4",-0.785137407932013,"1","1","4","1","1","1","2",-0.48816709511595,"2","2","2","3","1","1","1"
"1","1",0.754385933678632,"1","4",1.70073474692563,"4","1","2","2","1","3","3",-0.928592117775594,"1","2","2","3","1","1","1"
"1","3",0.754385933678632,"3","3",-0.155964122050986,"1","2","4","1","1","2","3",-0.223912081520163,"2","2","1","3","1","2","1"
"1","3",-0.987078791752969,"2","4",-0.645557298339038,"1","3","3","1","1","2","3",-0.752422108711736,"2","2","2","3","1","1","1"
"1","3",1.25194728380195,"2","4",0.875299073444325,"2","3","2","2","1","2","3",-0.400082090584021,"2","2","2","3","1","2","1"
"1","3",-0.738298116691312,"2","4",-0.312194650808606,"4","4","4","2","1","3","3",1.27353299552263,"2","2","1","3","1","2","1"
"1","3",0.256824583555318,"2","3",0.0562401562388428,"3","4","3","2","1","2","3",-0.400082090584021,"2","2","1","3","2","2","1"
"1","2",1.25194728380195,"2","3",-0.353643566601444,"1","3","3","2","1","1","3",-0.311997086052092,"2","2","2","3","2","1","1"
"1","3",0.00804390849366026,"2","4",-0.123371812196788,"2","2","1","1","1","1","3",-0.664337104179808,"1","2","1","4","1","2","1"
"1","3",0.256824583555318,"2","3",-0.485429862968416,"2","2","4","2","1","4","3",-0.576252099647879,"2","1","1","4","1","2","1"
"1","2",1.25194728380195,"2","3",0.155788406989163,"4","2","2","3","1","2","3",-0.752422108711736,"2","2","1","3","1","1","1"
"1","2",2.24706998404858,"2","4",1.84775440550706,"4","3","1","1","1","2","3",-1.01667712230752,"2","2","1","3","1","1","1"
"1","3",0.256824583555318,"2","4",-0.360020322877265,"4","1","4","2","1","1","2",1.62587301365034,"2","2","1","3","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.711804710760069,"1","2","3","2","1","2","3",-0.928592117775594,"2","2","1","3","1","1","1"
"1","3",1.00316660874029,"3","1",1.41059233637576,"1","3","3","2","1","2","3",-0.0477420724563055,"2","2","2","4","1","2","1"
"1","3",-1.23585946681463,"3","4",1.23629433150332,"1","3","1","2","1","3","4",0.833107972862983,"2","2","2","4","2","2","1"
"1","3",-0.240736766567997,"3","2",-0.515188058922248,"1","2","4","1","1","2","4",-0.664337104179808,"2","2","2","3","1","1","1"
"1","3",-0.738298116691312,"2","3",-0.400406445957466,"2","3","3","2","1","1","4",-0.0477420724563055,"2","2","1","3","1","1","1"
"1","3",2.24706998404858,"1","4",0.119653454759509,"1","2","1","1","1","1","1",-0.752422108711736,"1","2","1","3","1","1","1"
"1","3",0.754385933678632,"2","3",-0.332387712348706,"3","4","4","2","1","2","3",-0.48816709511595,"1","2","1","4","1","1","1"
"1","3",0.588532150304194,"1","1",1.61287721601431,"4","1","3","2","2","4","1",0.392682950203339,"1","1","2","3","2","2","1"
"1","3",-0.240736766567997,"1","3",-0.64697435528922,"4","3","4","2","1","4","3",1.1854479909907,"1","2","1","2","1","1","1"
"1","1",0.256824583555318,"2","2",1.57638799954711,"4","1","1","1","1","2","2",-0.48816709511595,"2","2","1","3","1","2","2"
